crop,N,P,K,ph,region,fertilizer
Groundnut,27,54,143,8.308894762183359,Maharashtra,Compost
Sugarcane,111,105,63,4.692120691973802,Maharashtra,SSP
Wheat,15,123,184,5.195244715117601,Punjab,Urea
Wheat,27,144,53,7.403927779163417,TN,Urea
Soybean,111,119,188,7.651072303395361,Haryana,Compost
Groundnut,128,77,108,6.528748691637741,Gujarat,Compost
Cotton,115,60,202,8.838717647315917,Punjab,NPK
Cotton,97,54,132,6.448074905270189,Bihar,SSP
Barley,69,7,78,5.291801409659149,Haryana,SSP
Sugarcane,91,68,34,4.045299461946551,Gujarat,SSP
Sugarcane,2,58,187,8.336503992627984,Bihar,Ammonium Sulphate
Maize,80,40,32,5.976547767737611,Punjab,SSP
Bajra,43,48,97,7.912688274880065,WB,Urea
Soybean,23,123,183,7.8692687583593735,MP,Compost
Wheat,98,97,31,4.217833597009436,AP,SSP
Soybean,111,136,131,8.107869764036838,AP,Compost
Cotton,122,74,102,5.4457390446101375,WB,SSP
Cotton,111,106,56,8.206154198197689,Punjab,MOP
Rice,129,15,166,6.460859672372893,UP,DAP
Barley,67,114,164,6.957954741776796,Maharashtra,Urea
Sugarcane,90,65,48,4.50685288147648,Maharashtra,SSP
Jowar,59,136,136,5.896444854999161,Maharashtra,SSP
Soybean,131,20,52,8.854471171689958,Haryana,Compost
Cotton,123,11,102,8.629452339645374,AP,Compost
Bajra,95,15,20,8.971006656495902,UP,Vermicompost
Maize,128,68,192,6.55107819604492,Bihar,Vermicompost
Wheat,32,132,51,8.091371190935313,TN,Urea
Barley,29,10,114,6.275245222079098,WB,Compost
Bajra,4,124,79,8.707006474652253,TN,Urea
Barley,117,52,19,8.929952502960264,MP,SSP
Rice,139,73,106,8.388964328593165,Punjab,Ammonium Sulphate
Jowar,37,125,98,7.105816322743022,Gujarat,Ammonium Sulphate
Cotton,16,10,188,8.94476967892073,UP,SSP
Maize,108,89,148,8.91871359590164,Bihar,Vermicompost
Bajra,39,114,133,6.375395335720958,Gujarat,MOP
Barley,139,32,157,5.518857067474936,Punjab,SSP
Sugarcane,110,113,68,4.93710372319256,WB,SSP
Rice,127,137,96,7.3850620820512045,Punjab,SSP
Sugarcane,94,85,47,4.173988251433854,AP,SSP
Maize,28,105,18,7.819139142177485,WB,DAP
Bajra,72,62,180,4.2566021782636305,Haryana,SSP
Rice,20,28,72,5.326859715995328,WB,DAP
Bajra,59,72,18,6.489986437118681,Maharashtra,DAP
Cotton,97,111,147,4.487164656442803,WB,SSP
Groundnut,74,14,149,4.181488346545783,Punjab,SSP
Rice,118,25,96,6.3990117879233,WB,DAP
Sugarcane,112,128,184,8.433781181368662,TN,Ammonium Sulphate
Maize,113,117,142,6.0415721270109985,AP,SSP
Jowar,102,101,21,5.001396720928017,WB,SSP
Cotton,79,142,140,6.041753405683268,Haryana,Compost
Groundnut,62,86,6,7.613172382776055,WB,Compost
Jowar,56,101,188,4.206813192833881,Haryana,SSP
Wheat,28,97,69,4.153727244469776,MP,Urea
Cotton,128,99,187,6.313909802880927,Punjab,Compost
Maize,123,28,123,7.383471170268992,UP,Compost
Barley,58,128,201,7.068785832567049,Bihar,DAP
Rice,85,144,103,7.189106365082761,Maharashtra,Urea
Bajra,70,140,111,4.828589610976095,UP,SSP
Maize,88,82,121,6.6936765398709985,UP,Vermicompost
Rice,97,137,168,5.889613675606114,Gujarat,SSP
Jowar,43,58,13,4.552476847835899,Maharashtra,SSP
Bajra,115,40,146,4.640313314550638,TN,SSP
Soybean,74,116,78,7.226717074552084,Haryana,Compost
Sugarcane,22,135,26,8.786103186245256,Haryana,Ammonium Sulphate
Wheat,44,26,20,4.531498731956478,WB,Urea
Cotton,91,12,173,6.474452165479488,MP,MOP
Maize,12,130,199,5.239632138667066,Punjab,SSP
Wheat,33,82,160,5.408041156594396,Maharashtra,Urea
Barley,69,11,98,5.122271333324853,TN,SSP
Rice,107,72,161,6.728457400271076,Gujarat,Ammonium Sulphate
Rice,132,66,197,4.283564884972294,Maharashtra,SSP
Maize,125,111,160,7.712486953935805,Maharashtra,Vermicompost
Groundnut,20,28,90,7.033649767378128,MP,Compost
Groundnut,130,138,36,5.924154907565777,Punjab,SSP
Soybean,22,140,184,5.089251358599666,WB,SSP
Sugarcane,18,93,15,6.681596606326422,MP,Ammonium Sulphate
Bajra,49,111,158,8.775763831341905,TN,Compost
Barley,19,45,163,7.540530717054467,MP,SSP
Wheat,115,114,24,5.396778188987081,TN,SSP
Groundnut,91,135,88,7.714589199988794,Punjab,Compost
Soybean,92,13,201,6.520204516177182,Gujarat,Compost
Soybean,82,86,173,4.240088195776505,MP,SSP
Maize,52,98,71,7.087680553624501,Haryana,Urea
Barley,122,137,48,5.169473250597665,Maharashtra,SSP
Jowar,84,120,192,6.0482943075631175,TN,MOP
Bajra,81,31,99,6.392337974781837,Haryana,Urea
Sugarcane,8,29,110,7.996539394402383,Haryana,Ammonium Sulphate
Cotton,3,8,139,6.900342115820444,Punjab,SSP
Maize,24,36,98,5.700482073900966,TN,SSP
Bajra,33,39,58,7.286242991114083,Punjab,Urea
Cotton,72,34,195,4.960475396916661,Haryana,SSP
Cotton,136,107,86,8.113963528082069,Bihar,MOP
Barley,81,116,17,5.007151453330965,WB,SSP
Barley,136,53,37,6.792659143250357,TN,SSP
Wheat,3,98,139,5.025640719458714,Punjab,Urea
Soybean,6,87,162,5.627815134896755,AP,SSP
Bajra,14,134,15,6.1124423432980315,Punjab,NPK
Maize,37,33,74,5.837097686540885,TN,SSP
Rice,90,122,25,8.669332732063078,Gujarat,Ammonium Sulphate
Maize,51,26,36,5.117453732456016,Haryana,SSP
Wheat,80,106,137,4.900749179960235,UP,SSP
Sugarcane,99,23,110,6.58768170433445,Gujarat,Ammonium Sulphate
Soybean,6,71,97,8.744579965116692,MP,Compost
Rice,106,90,39,6.5166440321848125,UP,DAP
Groundnut,44,22,51,8.796872385056968,Haryana,Compost
Sugarcane,58,113,16,4.951777018986948,Bihar,SSP
Barley,121,117,41,4.051281898576274,Haryana,SSP
Cotton,20,137,48,5.5147260234812165,Haryana,MOP
Groundnut,2,143,26,7.190992566930116,AP,Compost
Maize,1,62,143,6.960250049452956,Haryana,Ammonium Sulphate
Maize,28,22,91,5.208622323916426,AP,SSP
Barley,36,76,59,7.30787075681935,AP,Urea
Wheat,44,97,14,8.151236587089347,Punjab,Urea
Bajra,119,60,174,7.435981848809792,Bihar,SSP
Groundnut,45,27,121,7.639287774440364,TN,Compost
Groundnut,139,20,84,5.538033934055578,AP,SSP
Jowar,52,48,80,6.6460415510383815,Gujarat,Urea
Sugarcane,44,76,187,4.213526568375839,TN,SSP
Soybean,31,18,182,5.795406693554908,UP,SSP
Sugarcane,17,141,164,8.078613758739682,Haryana,Ammonium Sulphate
Bajra,12,79,92,7.9505479555836125,Punjab,SSP
Maize,131,112,200,8.704000198183191,AP,NPK
Maize,22,40,101,8.843816112112,AP,Compost
Maize,61,48,22,8.863362585871107,AP,Urea
Jowar,53,104,115,4.7869065104785395,UP,SSP
Maize,68,85,89,4.603167973058145,Punjab,SSP
Bajra,13,18,69,8.375411355683298,TN,Compost
Barley,97,97,127,5.915687559641521,WB,SSP
Soybean,27,21,112,5.785916834805095,Maharashtra,SSP
Bajra,94,101,157,6.668361221920049,WB,Compost
Soybean,70,130,127,6.257062274112842,Maharashtra,Compost
Bajra,66,58,35,5.115202476121155,MP,SSP
Maize,99,130,151,8.223062115476619,Haryana,DAP
Barley,60,134,93,8.54630516761127,Punjab,NPK
Groundnut,102,27,117,7.737531836704761,TN,Compost
Sugarcane,136,133,22,4.240360588540757,Haryana,SSP
Cotton,118,16,200,4.589582652680934,Maharashtra,SSP
Barley,16,16,165,5.730055500114052,AP,SSP
Groundnut,48,61,74,6.783551287447163,WB,Compost
Wheat,77,90,11,7.047572945524005,TN,Compost
Bajra,45,22,5,4.49997625162372,TN,SSP
Wheat,92,107,106,8.801206270723853,MP,Ammonium Sulphate
Groundnut,120,87,103,6.6478519293490095,TN,Compost
Barley,12,98,91,6.158735327695313,Gujarat,Urea
Bajra,44,82,84,4.955589198003378,Haryana,SSP
Cotton,16,77,63,8.75421741832383,Punjab,Urea
Maize,46,137,38,6.236979173687498,Maharashtra,NPK
Bajra,61,92,184,4.58892730271519,MP,SSP
Bajra,42,12,143,7.071824498624743,MP,MOP
Barley,67,16,12,5.750762262508819,Gujarat,SSP
Barley,123,76,92,8.03998184499639,Gujarat,Compost
Groundnut,108,140,57,6.72732858015303,Punjab,Compost
Rice,27,59,147,4.528496016459848,Maharashtra,SSP
Bajra,93,126,32,7.753027462159158,UP,Vermicompost
Sugarcane,117,97,146,5.523333050853436,WB,SSP
Bajra,90,86,94,6.041220028152449,Punjab,DAP
Groundnut,83,51,190,7.878221430034033,AP,Compost
Soybean,32,112,61,4.532265942968022,TN,SSP
Wheat,24,39,184,8.888895929999629,MP,Urea
Maize,18,110,41,7.510431592992802,Bihar,SSP
Rice,105,138,6,4.962968797086176,AP,SSP
Cotton,32,141,166,4.290626049699821,Bihar,SSP
Cotton,66,44,38,6.722677528554835,Gujarat,MOP
Cotton,41,100,62,5.896289758426714,MP,SSP
Barley,94,86,77,4.147524276233492,Bihar,SSP
Cotton,46,41,193,7.04609376066201,Haryana,SSP
Maize,34,144,112,5.543741890440947,Gujarat,SSP
Wheat,116,20,121,5.609913172692457,Haryana,SSP
Cotton,75,28,186,4.8108590166884735,Punjab,SSP
Bajra,127,119,120,4.701891287362238,MP,SSP
Bajra,54,99,118,4.721710097445733,Gujarat,SSP
Barley,97,8,199,8.430300009231804,AP,SSP
Maize,107,54,34,6.6653894527341215,Gujarat,Ammonium Sulphate
Wheat,48,112,87,6.347130192903245,Gujarat,Urea
Rice,112,106,111,7.522338809062402,Gujarat,DAP
Groundnut,133,135,63,5.598838640801613,Gujarat,SSP
Wheat,69,12,190,8.11112230545026,Haryana,DAP
Groundnut,85,16,124,4.985977742762997,WB,SSP
Soybean,135,70,156,8.013317643149216,AP,Compost
Groundnut,38,97,147,4.280236445773145,Gujarat,SSP
Sugarcane,130,118,154,4.784197152821133,Punjab,SSP
Bajra,9,22,164,8.463272707728455,UP,MOP
Maize,2,108,79,4.545041873855181,Maharashtra,SSP
Jowar,45,90,97,5.227786954201049,WB,SSP
Barley,66,97,174,4.2134850016504135,Bihar,SSP
Sugarcane,96,49,191,6.99332267824674,WB,Ammonium Sulphate
Groundnut,18,49,92,5.638553855474093,Maharashtra,SSP
Cotton,61,104,87,7.167432844024366,WB,MOP
Maize,97,66,59,4.428902807029125,MP,SSP
Sugarcane,56,88,137,5.975526857715203,Haryana,SSP
Barley,94,24,173,5.8583863144702875,AP,SSP
Bajra,106,43,61,6.684159776476074,Punjab,SSP
Maize,87,133,57,5.47516580225354,MP,SSP
Barley,114,112,170,8.923778928319308,MP,Compost
Soybean,118,71,5,5.58015231473356,Punjab,SSP
Soybean,51,51,64,7.48185614420256,AP,Compost
Barley,40,122,80,5.831501716700609,Maharashtra,SSP
Sugarcane,47,58,50,6.668169980477524,Haryana,Ammonium Sulphate
Maize,90,141,8,5.133339909767987,MP,SSP
Sugarcane,38,99,19,4.863956024256035,WB,SSP
Rice,12,32,85,8.861958539970203,TN,NPK
Groundnut,131,68,120,6.704696347681414,WB,Compost
Rice,95,39,16,6.304057659880822,Haryana,DAP
Soybean,108,44,5,7.207866590165246,Punjab,Compost
Bajra,103,129,81,5.117263314353092,Gujarat,SSP
Wheat,97,106,34,8.109863833830055,WB,Compost
Groundnut,42,6,138,5.24117941710898,TN,SSP
Soybean,87,135,77,6.712648436991354,Haryana,Compost
Sugarcane,92,18,54,4.635902132605056,UP,SSP
Sugarcane,125,103,134,6.8728299490777,MP,Ammonium Sulphate
Sugarcane,108,72,10,6.414781642678646,TN,Ammonium Sulphate
Bajra,46,51,79,5.403233272132397,WB,SSP
Rice,91,98,94,5.537629532811525,Haryana,SSP
Wheat,40,55,96,4.049057397764577,MP,Urea
Sugarcane,2,52,81,4.136583134370071,MP,SSP
Jowar,120,81,170,7.004287610656906,MP,MOP
Groundnut,76,129,80,7.591879406893451,Gujarat,Compost
Maize,94,117,87,6.734509441400721,WB,Compost
Jowar,12,14,22,4.409556120562275,Maharashtra,SSP
Wheat,104,139,151,8.704351048048991,Haryana,NPK
Bajra,17,120,160,7.567160823181652,Gujarat,Ammonium Sulphate
Wheat,36,21,16,5.186873842827279,Haryana,Urea
Maize,54,26,56,7.357437112905133,UP,Ammonium Sulphate
Groundnut,51,63,91,4.557288497931982,Gujarat,SSP
Maize,35,48,104,7.896942398886348,Punjab,Urea
Barley,113,15,190,6.404620996901904,TN,DAP
Groundnut,51,46,26,6.046842301319289,WB,Compost
Wheat,18,27,106,4.045731577875191,WB,Urea
Sugarcane,139,122,177,7.262379223302327,TN,Ammonium Sulphate
Wheat,91,66,66,8.145006247742911,WB,DAP
Wheat,138,115,46,5.441485525596812,Punjab,SSP
Groundnut,47,58,71,4.058843362098965,MP,SSP
Barley,100,86,141,7.876582754925179,TN,Ammonium Sulphate
Wheat,98,123,196,7.178323044204104,Maharashtra,SSP
Jowar,46,113,147,7.884443527827881,AP,Vermicompost
Soybean,66,116,162,6.691583021607721,UP,Compost
Cotton,30,17,158,6.304726136661992,Maharashtra,SSP
Cotton,75,72,98,5.096796333207809,MP,SSP
Wheat,7,111,201,4.394190616619338,AP,Urea
Jowar,43,31,126,6.357228153259392,UP,NPK
Sugarcane,34,119,99,8.34198815747104,Bihar,Ammonium Sulphate
Bajra,13,78,131,4.296732377114749,Haryana,SSP
Bajra,109,96,26,8.945474722872106,WB,SSP
Groundnut,3,89,58,8.73495895284309,TN,Compost
Cotton,111,120,129,7.203690753510407,Bihar,Urea
Wheat,68,79,62,8.571053964410453,TN,SSP
Bajra,48,88,185,6.7676396349847465,Haryana,SSP
Wheat,54,87,103,6.022920423954468,AP,DAP
Groundnut,80,142,23,6.8584523694254145,UP,Compost
Cotton,139,19,166,8.382779606238302,Gujarat,Vermicompost
Maize,138,49,146,8.787603984891195,Bihar,Compost
Soybean,114,86,26,8.190436984439023,UP,Compost
Soybean,74,11,145,4.898408489406851,Bihar,SSP
Bajra,97,82,127,6.958687106437893,Bihar,DAP
Soybean,126,34,196,6.223777402031624,Punjab,Compost
Maize,110,122,60,6.406323309937642,AP,Compost
Wheat,100,53,204,6.1411921205941695,WB,NPK
Groundnut,113,105,46,4.337785427344664,AP,SSP
Maize,28,85,70,8.22950865526182,UP,DAP
Groundnut,61,34,195,8.891834241144053,WB,Compost
Groundnut,52,7,174,5.048662636341652,WB,SSP
Cotton,116,41,38,7.109778009919006,Haryana,MOP
Wheat,90,34,33,6.682848667137064,UP,Urea
Jowar,105,58,158,8.482475750462513,Maharashtra,Ammonium Sulphate
Soybean,85,117,155,7.520508814670283,MP,Compost
Jowar,127,90,40,7.74830935558137,MP,Compost
Cotton,99,104,122,8.759521027409825,Punjab,Urea
Groundnut,93,89,13,7.317382956983462,AP,Compost
Bajra,75,139,89,6.267787943514396,Haryana,Ammonium Sulphate
Soybean,2,12,46,4.259530354347363,Maharashtra,SSP
Soybean,80,90,71,8.5318209870276,Gujarat,Compost
Wheat,104,67,11,6.948636812750064,Gujarat,DAP
Barley,31,97,27,7.411581899114012,Punjab,Ammonium Sulphate
Rice,7,142,164,6.526485194477877,Punjab,MOP
Rice,86,53,27,5.968116125923903,Gujarat,SSP
Rice,29,125,20,6.519437320931868,Haryana,Urea
Barley,73,43,73,4.242519762230022,Maharashtra,SSP
Wheat,122,38,17,7.989561999528748,MP,SSP
Barley,120,106,14,4.789853247852666,AP,SSP
Rice,37,14,63,5.663311438455764,WB,DAP
Cotton,114,13,6,4.434973236573806,MP,MOP
Maize,108,100,184,8.099731738398251,MP,NPK
Groundnut,77,137,133,4.841718917593739,Bihar,SSP
Barley,35,143,202,5.994597158765081,WB,SSP
Wheat,89,46,58,6.077387308419306,Gujarat,MOP
Wheat,39,84,23,5.582131323103168,TN,Urea
Jowar,73,95,101,8.300626711481055,Bihar,DAP
Maize,45,5,32,7.858908899485645,UP,MOP
Bajra,106,15,137,7.718388792710655,TN,Urea
Soybean,99,65,80,5.125585174594561,Punjab,SSP
Rice,60,83,162,4.947598866787613,Haryana,SSP
Bajra,2,108,23,5.23297025961211,MP,SSP
Jowar,81,52,108,5.930811266104836,Maharashtra,SSP
Rice,6,86,46,6.393782927247097,UP,MOP
Maize,30,32,157,5.250867825328938,Gujarat,SSP
Jowar,64,93,39,6.288810339688795,UP,NPK
Rice,94,79,13,4.921907445445483,TN,SSP
Maize,63,84,43,5.344756336340689,UP,SSP
Sugarcane,76,40,188,5.303714431951554,Bihar,SSP
Bajra,2,91,42,7.635595699086567,UP,Ammonium Sulphate
Bajra,92,74,19,6.29247608931276,Punjab,DAP
Soybean,34,111,113,7.076084642353078,Bihar,Compost
Maize,14,110,178,7.346532480040715,Bihar,MOP
Barley,20,74,169,4.3425707035463414,UP,SSP
Sugarcane,61,14,94,7.974192427264434,TN,Ammonium Sulphate
Cotton,82,9,129,5.419859967013677,Gujarat,SSP
Rice,3,32,64,6.548762535013845,MP,Urea
Sugarcane,66,63,66,5.691934702533208,UP,SSP
Maize,93,141,35,7.867942893918652,Bihar,Compost
Groundnut,57,96,34,5.141281916581197,WB,SSP
Rice,129,66,70,8.81882575628192,Haryana,Compost
Wheat,24,93,11,6.000614728981855,Bihar,Urea
Bajra,10,111,162,7.558173642813542,UP,Vermicompost
Maize,0,42,165,7.207238842631597,TN,Vermicompost
Wheat,47,125,116,7.712935442061184,AP,Urea
Soybean,112,114,107,6.755346763272373,TN,Compost
Jowar,137,70,115,5.918974250438916,Maharashtra,SSP
Cotton,80,70,42,4.897966699056107,MP,MOP
Cotton,29,50,151,6.59721354669534,TN,Urea
Wheat,113,64,141,4.30428613059578,MP,SSP
Bajra,18,142,90,4.294122155305867,MP,SSP
Soybean,109,94,164,7.06695946660161,Haryana,Compost
Groundnut,33,117,162,6.402447208804273,Punjab,Compost
Bajra,31,89,138,6.5305240713735415,Gujarat,NPK
Sugarcane,75,70,193,5.593469707009918,MP,SSP
Cotton,125,50,169,7.952828689802711,Maharashtra,DAP
Sugarcane,133,122,83,5.005924477942779,MP,SSP
Rice,85,99,203,6.930646629023583,MP,MOP
Barley,74,8,152,8.302390544229667,Haryana,NPK
Maize,134,7,34,8.17035591608355,UP,SSP
Soybean,44,124,22,4.14314004294908,UP,SSP
Bajra,64,78,195,5.394930906544906,WB,SSP
Cotton,93,110,193,7.573665625101909,MP,Ammonium Sulphate
Sugarcane,18,100,189,7.7037244983462525,UP,Ammonium Sulphate
Jowar,118,40,154,6.413726315500245,Bihar,Vermicompost
Rice,46,31,92,5.012390441823213,MP,SSP
Maize,45,57,99,5.395002290377904,Punjab,SSP
Maize,28,53,181,8.004786948467121,Maharashtra,NPK
Bajra,99,106,22,4.960801260916205,Bihar,SSP
Soybean,64,5,65,8.711565482560601,WB,Compost
Groundnut,127,66,86,6.504342305167302,AP,Compost
Jowar,50,103,82,5.417102104492679,UP,SSP
Bajra,21,70,200,5.948073651426689,MP,SSP
Sugarcane,109,48,139,5.282562806319434,Bihar,SSP
Barley,70,6,139,5.92167475832888,AP,SSP
Wheat,32,63,69,4.653981328616019,Gujarat,Urea
Groundnut,126,18,44,8.115809340121015,WB,Compost
Soybean,108,20,120,8.81828295183227,WB,Compost
Rice,99,55,28,7.295698209361557,Bihar,NPK
Groundnut,43,104,164,8.042904450113944,MP,Compost
Cotton,6,32,14,5.140397002690779,Punjab,MOP
Soybean,127,57,141,4.313769137746526,Maharashtra,SSP
Barley,90,56,43,7.1355606856572775,TN,Urea
Cotton,129,120,135,8.087894815657798,Haryana,MOP
Groundnut,16,13,112,8.171714016608645,Punjab,Compost
Wheat,64,15,73,6.663817472684109,Gujarat,NPK
Wheat,109,111,11,7.1105036063487095,Bihar,DAP
Barley,29,49,144,5.841257465496023,MP,SSP
Maize,91,89,27,8.153344794989593,MP,Vermicompost
Jowar,74,6,93,7.488027933954413,Punjab,MOP
Rice,104,73,195,4.929355372696097,Punjab,SSP
Maize,30,143,21,5.39719212513857,Punjab,SSP
Wheat,96,33,82,4.75928045517787,AP,SSP
Wheat,50,115,196,6.528619306119955,Punjab,NPK
Sugarcane,57,96,69,5.011193555098028,Bihar,SSP
Cotton,33,9,90,4.79384012679236,Gujarat,SSP
Groundnut,20,24,32,4.802167696544372,Maharashtra,SSP
Rice,36,105,62,5.329357508332041,WB,SSP
Barley,63,43,22,8.045146187550332,Bihar,Ammonium Sulphate
Groundnut,123,131,114,8.691456475864907,TN,Compost
Sugarcane,100,5,125,8.979293297721,Punjab,Ammonium Sulphate
Wheat,118,123,48,4.201405113230163,WB,SSP
Barley,84,133,68,6.84453188357626,Maharashtra,DAP
Wheat,77,8,41,5.3322202103601795,TN,SSP
Rice,103,138,7,8.944544106535012,Maharashtra,NPK
Cotton,71,106,18,8.92164234530027,Haryana,MOP
Groundnut,102,133,139,8.67053261338481,TN,Compost
Groundnut,76,66,149,4.071120668403712,MP,SSP
Maize,109,137,202,4.772606869859211,TN,SSP
Barley,18,58,87,6.762252872165467,UP,Urea
Jowar,129,53,171,4.9364416405226175,UP,SSP
Sugarcane,133,11,137,8.274258708562659,Bihar,Ammonium Sulphate
Jowar,132,104,83,7.4986880850877276,AP,Ammonium Sulphate
Maize,61,7,56,4.920413629019987,TN,SSP
Rice,102,80,113,8.092056609757911,MP,NPK
Sugarcane,99,127,30,6.491369143897274,AP,Ammonium Sulphate
Cotton,51,83,171,7.548558558390072,Gujarat,Ammonium Sulphate
Jowar,48,36,177,4.699143553815539,Bihar,SSP
Cotton,99,16,81,6.58926328357736,TN,MOP
Jowar,125,108,35,7.881690287533417,UP,NPK
Cotton,117,115,155,5.7279362528325235,AP,SSP
Jowar,53,11,44,4.934117766668032,Bihar,SSP
Cotton,118,99,36,7.19733993327172,AP,MOP
Maize,132,69,105,7.220353960339992,Gujarat,SSP
Soybean,136,49,8,5.021738066279345,Punjab,SSP
Sugarcane,97,38,85,4.346750218186291,TN,SSP
Barley,35,143,88,4.832255769474902,Bihar,SSP
Rice,80,12,178,5.377636479430449,UP,DAP
Bajra,84,49,79,4.181390600028448,Haryana,SSP
Wheat,82,108,46,8.61365796318566,UP,NPK
Barley,62,82,101,5.152516301739059,Punjab,SSP
Wheat,66,49,171,7.694596049940618,Maharashtra,Vermicompost
Sugarcane,2,127,202,6.073287561003024,WB,Ammonium Sulphate
Barley,41,142,107,6.509919115236477,Gujarat,SSP
Cotton,23,47,188,6.684713884825028,WB,MOP
Cotton,43,85,51,7.8639790161847385,Haryana,MOP
Bajra,128,15,170,7.93956521639345,UP,Ammonium Sulphate
Wheat,114,9,22,4.706364696313758,MP,SSP
Rice,35,35,6,5.516717197829857,Gujarat,SSP
Sugarcane,37,20,109,6.8651940854768,WB,Ammonium Sulphate
Cotton,81,13,106,5.6520303784419,Gujarat,SSP
Soybean,28,6,186,4.663996520615503,AP,SSP
Maize,40,41,92,6.042171189490007,TN,Urea
Maize,87,88,162,5.092119667770126,Maharashtra,SSP
Jowar,47,62,8,4.717369282332334,WB,SSP
Rice,113,87,11,5.520141663497609,AP,SSP
Maize,21,110,61,5.4984411164788325,WB,SSP
Jowar,98,140,34,4.485986740694008,WB,SSP
Wheat,16,56,176,6.920587489825607,TN,Urea
Cotton,85,79,161,5.571718658823128,Gujarat,SSP
Cotton,132,81,94,4.866435708779575,Maharashtra,SSP
Soybean,60,73,40,8.092985712733954,Punjab,Compost
Barley,88,129,103,4.012878316618643,UP,SSP
Maize,133,38,117,6.271457217482678,Bihar,NPK
Wheat,80,101,180,6.174729978182603,TN,Compost
Groundnut,94,17,151,7.355745984926868,Punjab,Compost
Maize,58,54,195,5.946999545029607,Haryana,SSP
Rice,53,95,6,6.5635814041506775,UP,Ammonium Sulphate
Barley,125,8,146,8.5422559678522,MP,DAP
Maize,47,68,117,4.841411884532875,Maharashtra,SSP
Wheat,67,78,104,4.527538572043072,WB,SSP
Maize,106,20,108,7.733791634013445,WB,Compost
Rice,77,88,116,7.714508001638687,Haryana,DAP
Groundnut,76,142,39,8.598227546424617,UP,Compost
Sugarcane,26,113,153,8.915785332664738,Punjab,Ammonium Sulphate
Bajra,87,66,149,5.921928560172679,Punjab,SSP
Groundnut,71,48,86,5.887136017979749,Maharashtra,SSP
Jowar,46,90,36,8.523287991842428,MP,DAP
Maize,102,85,155,8.303557559898568,Gujarat,DAP
Cotton,20,126,138,5.877203557855821,MP,SSP
Soybean,114,108,33,4.381482355419856,TN,SSP
Cotton,56,137,67,6.906120209157947,AP,Compost
Groundnut,104,124,202,5.343499735177675,UP,SSP
Cotton,94,138,129,8.542974372695838,UP,SSP
Wheat,109,110,100,8.030586215079595,AP,SSP
Cotton,26,131,85,8.504868014255713,Haryana,SSP
Barley,127,32,136,4.404570004038205,Gujarat,SSP
Sugarcane,75,111,62,8.323064124487226,Bihar,Ammonium Sulphate
Maize,34,28,163,6.965429417766092,Maharashtra,Urea
Cotton,97,32,154,5.077132114426955,Bihar,SSP
Rice,35,8,159,5.506310649039628,Punjab,DAP
Sugarcane,65,108,122,6.283175638528235,Bihar,Ammonium Sulphate
Sugarcane,55,132,89,7.138219976202071,TN,Ammonium Sulphate
Cotton,93,132,88,5.16363773239788,Gujarat,SSP
Sugarcane,105,110,91,5.035213343233506,Haryana,SSP
Soybean,83,100,20,8.460803540506614,UP,Compost
Cotton,135,131,10,8.226110277320435,Maharashtra,MOP
Wheat,17,97,11,7.833884172531002,UP,Urea
Groundnut,124,70,18,7.804453655181961,Maharashtra,Compost
Barley,1,62,7,7.82986931954536,WB,Compost
Bajra,75,15,53,8.620499070701731,UP,DAP
